"","story_id","province_human","province_ICEWS","cleantext"
"194",23999624,"katanga","Kinshasa City","ACTAR troop  and    ACTAR  AVERB in  ACTAR  ACTAR  DIRECTZ katanga ADMINN   N soldier AVERB  ACTAR mission in ACTAR NONTOPIC DAYZ . ACTAR author of fadrc  ACTAR armi  NONTOPIC us  N of posit AVERB by mai mai tribal militiamen  left N dead  and   AVERB N soldier monuc mission spokesman alexandr esson NONTOPIC by telephon from sub_katanga.though much of east of vast ACTAR remain volatil of ACTAR  and   former rebel activ  N AVERB  incid in miner rich ADMINN   AVERB occur on MONZ N  rarer  north.esson NONTOPIC  ACTAR troop launch repris caus heavi loss among mai mai accord to armi offic in  ADMINN .fuller detail of AVERB  and   reason for  immedi clear. armi came AVERB at konga  N kilometr N mile north of  ADMINN capit sub_katanga  and   AVERB led local peopl to flee for safeti to mitwaba  ADMINN N kilometr distant esson NONTOPIC."
"195",11740289,"northkivu",NA,"voic increas concern at develop in border ADMINN of democrat republ of  ACTAR  ACTAR   and   ACTAR  secretari general ban ki moon today call on rebel  and   congoles ACTAR to immedi observ effect ceasefir  and   cooper  SOURZ peacekeep to achiev  MONZ arat of forces.yesterday  ACTAR mission in  ACTAR  known by french acronym monuc NONTOPIC  NONTOPIC persist NONTOPIC of incurs by rwandan troop northkivu ADMINN   NONTOPIC to AVERB alongsid rebel nation congress for peopl defenc  ACTAR  of general ACTAR . continu AVERB  ACTAR armi  ACTAR   and    ACTAR add to suffer of civilian ACTAR  and   risk provok wider conflict in  ADMINN  mr.ban NONTOPIC in statement issu by spokesperson. call on state in  ADMINN to prevent  ADMINN  and   nation from use to aid arm group in  DIRECTZ  ACTAR   and   urg govern of  ACTAR  and   ACTAR to bridg differ by diplomat  and   peac mean includ  ACTAR joint verif mechanism. NONTOPIC  N govern to redoubl effort to implement nairobi communiqu  MONZ N agreement  agre to work togeth threat to peac  and   stabil in  ADMINN . secretari general stand readi to assist in regard  statement added.mr.ban reiter monuc act within mandat to protect civilian threaten by arm group  and   to prevent encroach on main ACTAR centr  and   major arteri roads.in recent week ACTAR peacekeep back by AVERB helicopt open AVERB to prevent  ACTAR from advanc in direct of sub_northkivu northkivu capital.monuc NONTOPIC today relat calm prevail in northkivu  ACTAR peacekeep mediat return of rebel held ADMINN to ACTAR forces. side assur  ACTAR of desir to proceed set buffer zone propos in disengag plan.monuc ACTAR reiter need for addit ACTAR troop  and   air asset to respond to increas ACTAR activity.hostil continu in DIRECTZ  ACTAR despit stabil in much of rest of vast countri  torn by year of civil AVERB.last week  ACTAR call for ACTAR peacekeep to given clear mandat  and   resourc necessari to impos peac by AVERB necessary."
"196",34300500,"orientale","Orientale Province","jo MONZ h ndiya mla  and   elect of mambasa NONTOPIC on SOURZ  convinc  ACTAR leader paul sadala NONTOPIC morgan AVERB at by congoles ACTAR .in NONTOPIC DAYZ  MONZ N to  ACTAR  SOURZ  elect of mambasa  member of presidenti major reject version support by armi accord to  ACTAR leader AVERB  exchang of AVERB  ACTAR  and   congoles ACTAR .paul sadala AVERB DAYZ  MONZ N day  visit to armi in  ACTAR of N veteran of  ACTAR in local of bandegaido.accord to  ACTAR  morgan  and    ACTAR  longer want to go to sub_orientale for follow process of surrender.  open AVERB  congoles ACTAR sent to escort.key to  N leg NONTOPIC respons for armi  ACTAR leader succumb to injuri  N hour  experienc signific hemorrhage. for member jo MONZ h ndiya  facilit account of morgan  mediat  logic  .  believ to explan .  morgan  intent to open AVERB on  ACTAR   done to badengaido  day  released.sinc molokai komanda ca made  N km without go  health structure. on spot to molokai   health structure. homosal   health center. epulu in mambasa mandima in lolwa   subject to  N treatment of N   wonder . elect of mambasa believ   ACTAR leader  AVERB argu by armi   ACTAR  escort  care for in health center of  ADMINN nearest. understand  AVERB of morgan  schedul at certain level for morgan  NONTOPIC of truth to congoles ACTAR  and   particular to  ACTAR of mambasa. think  AVERB cach lot of truth  and   peopl  AVERB  AVERB to end on morgan must answer for act justic  argues.NONTOPIC prematur for part  spokesman of congoles ACTAR  lambert sub_kasaioccidental judg prematur NONTOPIC of  ADMINN member jo MONZ h ndiya. in commiss for restor of peac in sub_orientale  mean to molokai  event went  retorted. call hon jo MONZ h ndiya to provid justic of evid in possess to help justic in investig   know thing  hope  will give to justic for justic will get to grip of element .lambert sub_kasaioccidental NONTOPIC to confid in  to molokai . NONTOPIC   in commiss mediat  can NONTOPIC happen   littl go quick NONTOPIC spokesman for  ACTAR .lambert sub_kasaioccidental regret by  rebel leader dead to heard by justic for N packages. and   therefor  suspicion on   ACTAR  must give consist to suspicions. must articul in front of  ACTAR justic investig sinc yesterday on circumst of AVERB of morgan  NONTOPIC."
"197",33759120,"northkivu","Province du Nord-Kivu","N faction of mN line respect by general sultani makenga  and   colonel baudouin ngaruy  support polit leader depos jean mari runiga AVERB DAYZ  MONZ N to NhN to  ACTAR base in sub_northkivu N km from sub_northkivu northkivu . morn toward NhNhN thou   ACTAR of general ntaganda  and   runiga conduct by colonel ngaruy baudouin came AVERB  ACTAR base in sub_northkivu. reject enemi  and    in process to continu to continu  last energi in direct of sub_northkivu  NONTOPIC  ACTAR spokesman of makenga lieuten colonel vianney kazarama quot by  SOURZ .new headquart of wing runiga  of sub_northkivu N km from sub_northkivu  border ADMINN  ACTAR   mNhad launch offens to  allow to AVERB  ADMINN of sub_northkivu of N MONZ to N MONZ N.in night of DAYZ  MONZ N to DAYZ N MONZ  N hour  dismiss of jean mari runiga of polit direct of mN  ACTAR of baudouin ngaruy also regard close to ACTAR  launch AVERB on headquart of sultani makenga locat at tshanzo for dislodg of strateg hill  taken possess  DAYZ  MONZ N. AVERB of makenga current concentr around sub_northkivu tchanzu  and   runioni. of bosco present concentr around sub_northkivu  and   sub_northkivu  NONTOPIC DAYZ  N MONZ in kinshasa  ACTAR spokesman of monusco colonel felix prosper bass. monusco  deploy addit AVERB  mission also continu to deploy patrol to protect civilian popul for  victim of collater effect to intern dissens to mN   indicates.kampala  way to reach peac outcom in kivu  recent NONTOPIC to young africa  spokesman of connect pro runiga of mN  colonel scroog mirindi NONTOPIC of ongo talk in kampala sinc  MONZ N  remain  way to end at end to crisi prevail in kivu.for  discuss of kampala remain  way to reach peac outcom in crisi in kivu. defect of sultani makenga  presid of movement jean mari runiga  also NONTOPIC confid in fran oi rucogoza secretari general of mN for continu to lead deleg of rebellion in talk  NONTOPIC. NONTOPIC  counter truth inform accord to  faction of runiga regard close to general ACTAR  research by intern ACTAR court icc .  question jean mari runiga respond to rfi  of intox handl NONTOPIC to never join general ntaganda  makenga  for N year to  ACTAR  nation congress for defens of peopl . remov weapon deleg of  ACTAR of rd ACTAR to talk of kampala call rebel of mNto remov weapon  and   return to dialog tabl in kampala  ACTAR . empti pretext of AVERB  and    run littl  adopt .  need to know  organ in hierarchi NONTOPIC recent christian to SOURZ kivuN. readi to continu dialog  conclusion.  better  presid yoweri museveni  among respons for process found way to continu dialog  wish for part senat theki mulaila."
"198",26719689,"northkivu",NA,"N day  ACTAR secur council in unpreced move authoris intervent brigad NONTOPIC emerg indic fresh AVERB erupt rebel  and    ACTAR armi in  DIRECTZ dr ACTAR .in N  SOURZ  N member of  ACTAR call allianc of patriot for free  and   sovereign ACTAR .better known by french acronym apcl AVERB in AVERB  ACTAR armi in kitchanga in northkivu ADMINN .kitchanga in sub_northkivu ADMINN of northkivu close to  congoles armi  and   ACTAR peacekeep in showdown  MONZ N movement mN rebels. apcl  arm ACTAR of ethnic major hund  command of janvier buingo karairi. fresh outbreak of AVERB anoth rebel outfit  mN  AVERB by  ACTAR AVERB  N indic of complex of intern intervention. new ACTAR AVERB   mandat to respond  and   neutralis ongo violenc in dr ACTAR  bold in   N call for offens action by peacekeep initi anywher in world. ACTAR approv AVERB expect to conduct AVERB offens oper  rebel  might soon find in continu dead AVERB.apart from mN rebel  ACTAR AVERB  myriad arm AVERB group in dr ACTAR . of  polit agenda  and   larg involv in exploit vat natur resourc includ timber wildlif  and   miner  gold cassiterit  and   coltan.region AVERB fear  independ in previous NONTOPIC see dr ACTAR conflict ignit region AVERB  independ MONZ N  show apart from  ACTAR  region AVERB compris member of  DIRECTZ african develop communiti sadc  plan to deploy in dr ACTAR . N of countri to deploy name tanzania  and   ACTAR  axe to grind neighbour ACTAR  countri NONTOPIC of sponsor mN rebellion in dr ACTAR .region ACTAR expert warn although intervent AVERB from  ACTAR  south african MONZ  good equip  and   train  lack AVERB experi in jungl terrain. even pronounc  come to AVERB counter insurg in countri  dens forest  bad terrain  and   speak languag alien to south africans. tanzanian armi on  hand  well train  well equip  seen action in N years.second  tpdf never AVERB counter insurgency. south african  and   tanzanian prepar to deploy in ACTAR  lot of enthusiasm  and   confid of success mN  well place region expert on region secur NONTOPIC independ on condit of anonym   underestim capabl of mN. peopl  AVERB in jungl of DIRECTZ  ACTAR for N year  and   know everi nook  and   cranni of  ADMINN . also accumul consider experience. mark word   go to  walkov  south african  and   tanzanian like think. ACTAR AVERB need to pay attent to expert warn  tanzanian  and   south african MONZ get bad clobber by mN  high. and    happen    possibl tanzanian  and   south african will believ   beaten by mN  expert NONTOPIC independ  like to suspect  ACTAR AVERB . and     case  and   depend on level of humili  MONZ  inflict on   especi tanzania  MONZ decid to AVERB ACTAR in retaliation. will  intern AVERB. unexpect outcom of ill thought out intervent in ACTAR . ACTAR alreadi  N strong peacekeep AVERB in dr ACTAR known monusco.  biggest ACTAR AVERB on globe.  NONTOPIC in intern media shown  move toward offens action by ACTAR peacekeep also rais concerns. complic histori behind black hawk  and   unit state intervent in somalia serv  troubl remind of complic MONZ result from actions.also confus  role regular monusco peacekeep troop will hold alongsid new unit charg disband arm group in sub_northkivu. vote guatemalan ambassador gert rosenth voic concern to council  creation of intervent brigad NONTOPIC  entir MONZ arat from monusco. unit state also previous rais concern   clear enough distinct  job of intervent brigad  and   exist peacekeep council diplomat NONTOPIC.giv dialogu chanc  ACTAR  avoid peac enforc sinc involv in somalia in Ns. involv wither  N black hawk incid in  ACTAR fighter AVERB  N us ACTAR helicopt mogadishu. ACTAR resolut state  enforc brigad unit to use on except basi  and   without creat preced  prejudic to agre principl of peacekeeping. thing develop  newli approv intervent AVERB in  ACTAR  MONZ complet reshap way futur peacekeep mission address continu region conflict.in earlier NONTOPIC intern media  leader of  known ACTAR in dr ACTAR  mN rebel  criticis  ACTAR for choos AVERB rather dialogu to resolv  N year conflict. mN rebel  and   dr ACTAR of presid jo MONZ h kabila  hold talk in ugandan capit kampala mediat by presid yoweri museveni. peopl don t want AVERB . want solut to problems.everybodi must help us bring peac to countri  and   AVERB NONTOPIC mN leader bertrand bisiimwa to london even post week  ACTAR resolution. ACTAR secretari general ban ki moon NONTOPIC secur council  new enforc AVERB initi call for by region actor to provid  appropri respons to activ conflict environ in monusco  operating. bisiimwa NONTOPIC attempt by  ACTAR to disarm AVERB will  solution. also critic  ACTAR decis to use drone in dr ACTAR ."
"199",4343528,"kinshasa, northkivu","Kinshasa City","violenc mar final hour of elect campaign in  ACTAR on DAYZ amid fear countri N multi ACTAR vote in N year descend bloodi unrest. N peopl AVERB in various incid across countri sinc DAYZ  includ member of vice presid secur team  AVERB dead DAYZ in alleg AVERB presid jo MONZ h kabila guards.kabila favour to win elect on DAYZ  and   use final ralli in capit to promis consolid of peac follow countri brutal N year AVERB end in N. ask to vote massiv for peopl candid jo MONZ h kabila for consolid of peac  and   pursuit of reconstruct of countri  NONTOPIC ralli late DAYZ .minut earlier AVERB erupt kabila convoy head to ralli pass troop assign to protect vice presid azaria ruberwa on road to airport  ACTAR NONTOPIC.ruberwa  former rebel  and   candid in elect NONTOPIC kabila guard of open AVERB on secur team   NONTOPIC by ACTAR .elect relat violenc spike campaign drew to close rais concern among eu AVERB sent to provid secur for poll  and   reinforc regular ACTAR peacekeep deployment.in worst violenc far  N policemen  and   civilian AVERB DAYZ at elect ralli in kinshasa N peopl gather to welcom jean pierr bemba  former rebel command  and   kabila main elect rival.wit NONTOPIC N of policemen AVERB dead  and   anoth stone to AVERB bemba support AVERB  ACTAR outsid tata raphael stadium. N peopl most ACTAR  injured.bemba condemn riot NONTOPIC  excess  in interest of  ACTAR . elect  chanc  miss. N peopl also AVERB late DAYZ in ambush on convoy of car belong to minist  and   parliamentari elect candid in restiv north kivu ADMINN   ACTAR offici NONTOPIC SOURZ . SOURZ predict troubl  countri hold  N multiparti presidenti  and   legisl elect sinc NONTOPIC independ from belgium in N. capac for thing to go wrong fair well develop . believ will good elect  perfect one  will problem  ACTAR envoy ross mountain NONTOPIC on DAYZ . prais  ACTAR  and   polit leader for prevent DAYZ riot from escal NONTOPIC calm return to kinshasa.  becom major confrontation. test think yesterday  DAYZ   and   believ congoles author  and   congoles leader came  test  NONTOPIC.foreign fund elect observ  and   peacekeep pour  vast DIRECTZ african nation for DAYZ N round vote.germani spearhead N strong eu ACTAR mission to secur elect in addit to N strong ACTAR peacekeep AVERB sent  end of AVERB. white hous on DAYZ call for calm  and   urg voter to AVERB advantag of histor opportun to sweep away chao of past decad  and   elect democrat ACTAR . call upon parti to refrain from violenc  and   to use histor opportun for free  and   fair elect to elect  ACTAR account to peopl  white hous spokesman NONTOPIC. ACTAR  former known zair  size of DIRECTZ europ  and   immens miner wealth almost infrastructure. economi ruin by N year of dictatori rule by mobutu seso seko follow by N region AVERB.dub africa world AVERB  claim to N lives.sinc  ACTAR  run by power share ACTAR head by kabila  bemba  and   fellow ex rebel ruberwa  deputies.kabila impress west by clamp on corrupt  ethnic AVERB AVERB rebel  and   armi  and   AVERB of natur resourc persist. N. N peopl regist to vote in poll  will see elect presid  and   N lawmak from list of  N candidates.bur smc sj"
"200",23186682,"orientale",NA,"N prison AVERB  and   N other AVERB  ACTAR move  jail in restiv sub_orientale ADMINN  in DIRECTZ  ACTAR  ACTAR  on DAYZ  N MONZ  to quell riot spark by frustrat poor condit  ACTAR NONTOPIC.  N reason for revolt includ alleg of prolong detent complaint food ration  and   frustrat of  alreadi knew fate AVERB row convict  NONTOPIC maj magnat tchani head of  ACTAR  led oper to quash mutiny. N ACTAR offic  and   N commando use to quell riot erupt at N ..eighteen policemen serious AVERB  oper accord to magnat.  N time in N  MONZ prison in sub_orientale rioted.in MONZ N prison escap includ AVERB row convict  and   AVERB crime suspects.accord to cl ment hassani  doctor treat of prison condit in sub_orientale prison deplor  inmat AVERB to share meagr food rations.malnutrit rampant  N percent of  in jail in  ADMINN of sub_orientale show sign of malnutrition. N prison AVERB of sever malnutrit in MONZ .hygien in prison also poor expos prison to diseas  dysentery. descript of SOURZ  nairobi ACTAR  SOURZ  internet version WWWin english  non profit donor support SOURZ servic of  ACTAR  ADMINN for coordin of humanitarian affair focus on polit econom  and   social issu affect humanitarian effort url of file date WWWwww.rinnews.rg"
"201",28116662,"northkivu","Kinshasa City","dr ACTAR troop AVERB N shell  border neighbour ACTAR  AVERB at least N person  resurg AVERB mN rebel fighter rwandan ACTAR  claimed. ACTAR ACTAR ambassador eugen richard gasana NONTOPIC  SOURZ  SOURZ agenc on DAYZ  countri  hesit to retali  AVERB continued.  readi to stop  will immedi act  and   will AVERB  NONTOPIC ad and ldquo will  laser precis  know  come from. ACTAR  current temporari member of secur council  and   gasana NONTOPIC  given  ACTAR tough messag to  N members. council ask for investig  origin of DAYZ shell diplomat NONTOPIC.AVERB  dr ACTAR armi  and   mN rebel resum on DAYZ  side  and    SOURZ NONTOPIC just day  latest effort at peac talk collapsed. violenc continu throughout DAYZ  accord to statement from  ACTAR stabilis mission in democrat republ of  ACTAR  monusco  went action alongsid kinshasa troops.monusco NONTOPIC  extrem concern  resumpt of hostil call on mN rebel to return to negoti table. serious in effort to protect civilian  and   neutralis arm group to bring back peac  and   stabil NONTOPIC monusco chief martin kobler. SOURZ peter grest NONTOPIC from nairobi NONTOPIC  AVERB calm on DAYZ morn  situat remain tens in  ADMINN  N of peopl uproot from home due to renew clashes. ACTAR ACTAR of ACTAR affair NONTOPIC N  and   N peopl fled  countri via N border posts. side blame  for fresh clashes.mN spokesperson vianney kazarama NONTOPIC armi AVERB rebel posit earli on DAYZ   ACTAR insist came AVERB N . claim support by  SOURZ from  ACTAR peacekeep mission in country.talk suspend on DAYZ  side NONTOPIC halt to peac talk AVERB place in ugandan capit kampala despit ACTAR pressur to end year  and   half old rebellion ravag dr ACTAR miner rich volatil east.accord to congoles ACTAR  talk suspend due to disagr  extent of amnesti for armi mutin  and   reintegr  nation army.back by intern communiti dr ACTAR ACTAR  refus to give amnesti to N leader of mN rebel  and   to enlist  ACTAR  ACTAR ranks.memb of mN ACTAR  main tutsi fighter from earlier rebellion  incorpor  armi in N  and   mutini in N. AVERB AVERB of  ADMINN capit sub_northkivu for  week late last year withdraw intern pressure.kinshasa long NONTOPIC ACTAR of pull string behind rebellion  and   ACTAR expert even NONTOPIC  mN de facto chain of command top by ACTAR defenc minister.kigali vehement deni NONTOPIC  arm financ rebels. and   even support   forces."
"202",4390577,"kinshasa","Kinshasa City","committe to protect journalist condemn AVERB of bapuwa mwamba  congoles journalist work for N local public in capit kinshasa.mwamba AVERB by unidentifi gunmen burst  home MONZ N.cpj investig whether AVERB link to mwamba journalist work. killer of bapuwa mwamba must go unpunish NONTOPIC joel simon execut director of cpj. essenti  ACTAR show commit to SOURZ freedom  and   safeti of journalist by conduct rigor  and   rapid investig  AVERB  N AVERB of journalist in  home in just N  MONZ s. ACTAR hold presidenti  and   parliamentari elect MONZ N to replac  N year old transit ACTAR  instal part of peac deal to end year of civil AVERB. elect  N sinc independ in N. kinshasa base SOURZ freedom ACTAR journalist en danger jed NONTOPIC AVERB on mwamba  look like random act. secretari general of congoles nation SOURZ union kasonga tshilund NONTOPIC cpj  rule out attempt robbery.loc sourc NONTOPIC AVERB AVERB mwamba cell phone. day  AVERB mwamba publish commentari in kinshasa daili le phare critic congoles author  and   intern communiti for  deem to  failur of ACTAR polit transition. increas in ACTAR activ ad to grow insecur reign in east wrote mwamba.frequ AVERB on human right caus often by  ACTAR  now part of congoles landscap ... state  function. transit ACTAR  exercis littl AVERB in east of countri arm group oper despit presenc of  SOURZ  largest peacekeep force.in MONZ  ACTAR wear ACTAR uniform AVERB mwamba hous steal cell phone  and   N in cash jed reported.accord to tshilund  ACTAR threaten to AVERB mwamba.howev  NONTOPIC  motiv behind AVERB unclear.mwamba file  ACTAR complaint   follow  tshilund NONTOPIC cpj.inform minist henri mova sakanyi condemn AVERB in NONTOPIC  ACTAR back SOURZ  NONTOPIC  meet presid jo MONZ h kabila  and   high rank ACTAR to speed investigation.mwamba AVERB yet anoth remind of grave danger face journalist work in  ACTAR  simon added.journalist long face punit prison term  countri AVERB media law  well violenc  and   threat from secur AVERB militia  and   ACTAR groups.howev cpj document increas in AVERB on  SOURZ in lead to MONZ elections.mwamba  N journalist AVERB in past year.franck ngyck kangundu  veteran polit affair journalist  gun by unidentifi ACTAR on MONZ N along  wife helen mpaka. N soldier arrest N week later  and   charg  doubl AVERB will go on trial on MONZ N jed reported. unclear whether  N suspect  civilian  arrest at  time  suspect  formal charg in case  jed research NONTOPIC cpj."
"203",3072482,"northkivu","Kinshasa City","ACTAR peacekeep AVERB unknown AVERB in ACTAR troubl northkivu ADMINN  retali for AVERB on troop patrol  ADMINN   ACTAR spokesman NONTOPIC DAYZ . AVERB  N sinc  ACTAR peacekeep mission deploy in ACTAR in MONZ N occur DAYZ in kaseh ADMINN in northkivu.gunmen alleg abduct  and   AVERB local resid turn weapon on peacekeep patrol  ADMINN . ACTAR troop AVERB back AVERB N of AVERB  and   serious AVERB another.from now on will ..open AVERB necessari  ACTAR spokesman hamadoun tour NONTOPIC in kinshasa  ACTAR capital.in MONZ   ACTAR secur council vote unanim to strengthen AVERB mandat allow to act vigor violenc in sub_orientale  well neighbor northkivu  and   southkivu ADMINN . ACTAR AVERB erupt in MONZ N  ACTAR  and   ACTAR sent troop to back rebel attempt to oust presid ACTAR  NONTOPIC of threaten region security.zimbabw angola  and   namibia sent troop to support kabila. foreign troop withdrawn  seri of peac deals.rebel group tribal fighter  and   alli congoles ACTAR troop continu to AVERB for AVERB of miner rich DIRECTZ  and   DIRECTZ  ACTAR .ei nd ek"
"204",34612732,"northkivu","Province du Nord-Kivu","N MONZ  ari .fourteen rwandan rebel of  ACTAR  ACTAR  AVERB in MONZ arat AVERB  drcongoles armi  and   local militia in northkivu  DIRECTZ drcongo .on N MONZ N twelv N  ACTAR rebel AVERB by ACTAR  ACTAR arm AVERB  AVERB in buganza locat N kilometr north east of sub_northkivu NONTOPIC major keker pamphil  interim ACTAR spokesman of  ACTAR mission in drcongo.major keker pamphil speak  week monusco  ACTAR mission for stabil in ACTAR  SOURZ briefing. inform  SOURZ  on N  and   N MONZ N AVERB AVERB place  drcongoles armi  and    ACTAR in local of ruti  and   maiyamoto locat N kilometr north east of sub_northkivu .monusco AVERB prompt deploy motor rapid respons troop base sub_northkivu  and   sub_northkivu troop  well mamba element belong to intervent brigad to  ADMINN  in order to support  ACTAR  and   protect civilians.furthermor on N MONZ N  ACTAR rebel  and   N civilian AVERB in AVERB by mayi mayi cheka.nduma defenc ACTAR  ndc in  ADMINN of makangi locat to west of kasugho ADMINN in sub_northkivu ADMINN . ACTAR  seek to AVERB power in kigali from drcongo side  base sinc end of tutsi genocid in ACTAR in N. of rebel particip in genocid  and   fled to DIRECTZ drcongo  ACTAR victori of rpf  ACTAR in power in kigali sinc N. SOURZ  rna SOURZ agenc kigali in french N gmt N MONZ N"
"205",5592737,"northkivu","Province du Nord-Kivu","unnecessari AVERB also use  protest elect delay congoles armi must prevent violenc among rival faction  caus unnecessari civilian AVERB  SOURZ NONTOPIC today.yesterday secur AVERB in  DIRECTZ  ADMINN of sub_northkivu AVERB mortar soldier base in crowd neighborhood AVERB N  ACTAR  and   AVERB N civilians. violenc among armi faction come at time secur AVERB across countri  on high alert for weeks.opposit parti call for mass protest to AVERB congoles transit ACTAR to step on MONZ N  deadlin origin set by N sun ADMINN accord.in ADMINN around countri secur AVERB respond to demonstr unnecessari AVERB AVERB at least N protestors.opposit parti claim N demonstr  killed.yesterday in sub_northkivu  ACTAR use indiscrimin  and   disproportion AVERB in attempt to disarm bodyguard tr l escort of region ACTAR chief of staff tr chef d etat major de la ADMINN militair . ACTAR AVERB mortar toward home of chief of staff locat in crowd neighborhood. N small ACTAR in neighbor hous AVERB  and   N civilian AVERB includ N  ACTAR  N of  in critic condition. N home damag  hour long firefight in  parti repeat AVERB AVERB rifles.soldi AVERB mortar  crowd residenti neighborhood NONTOPIC alison des forg senior africa advisor at SOURZ . congoles ACTAR must investig  and   AVERB indiscrimin  and   disproportion use of force.in sub_northkivu  local branch of main opposit ACTAR cancel  MONZ plan for yesterday cite fear  peac protest  hijack by AVERB oppos to peace. special secur measur remain in place in  ADMINN  ad to exist tension differ faction of army. failur to integr dozen of former arm group  truli unifi nation armi pose major threat to ACTAR transit process.in sub_northkivu  capit of northkivu ADMINN   ACTAR  and   chief of staff escort drawn from faction  oppos to   ACTAR AVERB.in MONZ  at least N civilian AVERB  and   score of ACTAR  and   girl rape in northkivu AVERB  factions.for MONZ opposit parti call for demonstr on MONZ N tap popular dissatisfact  slow pace of plan for elect  and   critic task on transit ACTAR agenda.elsewher in countri opposit plan to protest move forward  quick quash by secur forces.in congoles capit kinshasa secur AVERB AVERB at least N protestor yesterday  main opposit ACTAR claim N killed.. ACTAR  erect barricad around  ADMINN to prevent movement of demonstrators. intern observ wit ACTAR chase  and   AVERB at small ACTAR of unarm demonstr  alreadi dispers tear gas. N protestor arrested.in tshikapa in DIRECTZ kasai ADMINN  opposit parti claim to N protestor  AVERB yesterday.on MONZ N mix ACTAR  and   armi patrol AVERB N protestor in sub_kasaioriental  capit of DIRECTZ kasai ADMINN  and   stronghold of main opposit ACTAR .secur AVERB use disproportion AVERB unarm protestor accord to SOURZ observers.on DAYZ night at least N  peopl AVERB in sub_kasaioriental  and   N peopl injured. event around MONZ N highlight ongo potenti for violenc  and   human right abus in ACTAR pre elect period NONTOPIC des forges. congoles ACTAR  and   secur AVERB bear ultim respons for prevent violence. secur AVERB must use disproportion AVERB respond to protest by unarm civilians. ACTAR basic principl on use of AVERB  and   firearm by law enforc ACTAR requir law enforc ACTAR  in carri out duti shall far possibl refrain from use of force.whenev AVERB unavoid law enforc ACTAR must use restraint  and   act in proport to serious of offense.firearm  use person except in select circumst to preserv life. legitim object  achiev minim damag  and   injuri  and   respect for preserv of human life.in  ADMINN  demonstr  and   anniversari MONZ es occur without violent incident. MONZ N anniversari mark N year of congoles transit process well N year of congoles independ from coloni rule."
"206",18912173,"northkivu","Province du Nord-Kivu","renew shell in  DIRECTZ part of democrat republ of  ACTAR . armi  AVERB at rebel posit  night.AVERB  ACTAR AVERB  and   mutin  go on for N week AVERB N of people.rebel soldier thought to lead by ACTAR  warlord want by intern ACTAR court for recruit child soldiers.malcolm webb  exclus SOURZ from sub_northkivu in  ACTAR . begin record  webb  at checkpoint just  N kilomet from frontlin sound of heavi gunfire. ACTAR AVERB pound rebel position. come downpour of rain. AVERB paus  and   unit AVERB opportun to move to new position.secur sourc NONTOPIC  ACTAR  advanc  in nearbi ADMINN of sub_northkivu resid want peopl to know  suffering. unidentifi sub_northkivu resid speak in unidentifi languag simultan translat english  hungry.  teacher  and    ACTAR come to school  and   pay fee can eat  now  ACTAR  run away. anoth unidentifi sub_northkivu resid speak in unidentifi languag simultan translat english  want  ACTAR to AVERB  and   chase away rebels. webb  rebel former ACTAR soldier mutini in recent week  hide in surround hills. ADMINN  on border  ACTAR  and   N go to sleep on street everi night come back to collect food.  ACTAR peacekeep AVERB in ACTAR  largest in world.in  ADMINN  increas presenc  of conflict. base of ACTAR peacekeep in  ADMINN of sub_northkivu set just day ago heavi AVERB  ACTAR  and   rebel in nearbi ADMINN .whoever hold strateg import posit AVERB border cross  ACTAR .for now  ADMINN  in ACTAR AVERB  heavi presenc of soldier  villag closer to AVERB complet deserted. ACTAR fled in fear.loc ACTAR NONTOPIC will remain way long  conflict continues. mwambutsa vincent  ADMINN chief speak in unidentifi languag simultan translat english  must whatev AVERB to bring peac whether drive out enemi  negoti  N sides. fighter MONZ  victim   also  ACTAR   victims. webb even  shortag of resourc  ACTAR troop strength in numbers.  estim N rebel left  and   without outsid help day MONZ  number   get foreign support  mutin  DIRECTZ  ACTAR  face yet anoth drawn out conflict.malcolm webb  SOURZ  sub_northkivu in democrat republ of  ACTAR . end record  descript of SOURZ  doha SOURZ in english  intern english languag SOURZ servic of al jazirah independ televis station financ by qatari ACTAR"
